ProductKey,ProductCode,ProductName,Category,Subcategory,Color,Size,Brand,UnitCost,UnitPriceBase,SupplierID,SupplierName,MinStock,LeadTimeDays
1059,TOY-1059,کلاه جشن تولد بنفش خانواده,مهمانی و بادکنک,فشفشه,بنفش,خانواده,کیدزلند,923668,1616419,8,ماهان تویز,12,14
1060,TOY-1060,عروسک سخنگو نارنجی خانواده,عروسک,پولیشی,نارنجی,خانواده,پاندورا,374276,535214,8,ماهان تویز,12,10
1061,TOY-1061,لگو پلیس مشکی کوچک,لگو و ساختنی,بلوک ساختمانی,مشکی,کوچک,پلی‌تویز,253870,495046,5,پارس اسباب‌بازی,24,22
1062,TOY-1062,ماشین سرعتی سفید متوسط,ماشین و رادیویی,ماشین ساده,سفید,متوسط,پیکولو,268897,486703,1,اسباب‌بازی ایران,47,9
1063,TOY-1063,ماشین کنترلی شارژی زرد خانواده,ماشین و رادیویی,قایق,زرد,خانواده,کیدزلند,516528,1027890,6,نوین تویز,31,23
1064,TOY-1064,عروسک خرسی صورتی بزرگ,عروسک,فیگور,صورتی,بزرگ,پیکولو,806071,1555717,2,تویز لند,13,5
1065,TOY-1065,فیگور مرد عنکبوتی آبی خانواده,اکشن فیگور,ابرقهرمان,آبی,خانواده,پاندورا,224536,343540,8,ماهان تویز,21,17
1066,TOY-1066,اسکوتر قرمز خانواده,بازی در فضای باز,توپ,قرمز,خانواده,شادی,614948,1088457,10,دنیای شادی,19,23
1067,TOY-1067,ماشین کنترلی شارژی سفید بزرگ,ماشین و رادیویی,ماشین ساده,سفید,بزرگ,تویز,90522,144835,2,تویز لند,43,23
1068,TOY-1068,پازل چوبی سفید متوسط,نوزاد و خردسال,جغجغه,سفید,متوسط,پلی‌تویز,976082,1844794,7,آریا اسباب‌بازی,46,21
1069,TOY-1069,لگو آتش‌نشانی سبز خانواده,لگو و ساختنی,لگو,سبز,خانواده,زرافه,565320,1057148,5,پارس اسباب‌بازی,11,14
1070,TOY-1070,هواپیمای کنترلی بنفش خانواده,ماشین و رادیویی,ماشین کنترلی,بنفش,خانواده,آسمان,193074,324364,10,دنیای شادی,42,26
1071,TOY-1071,ماشین کنترلی شارژی مشکی متوسط,ماشین و رادیویی,هواپیما,مشکی,متوسط,پاندورا,127948,191922,8,ماهان تویز,41,22
1072,TOY-1072,موبایل موزیکال چندرنگ خانواده,نوزاد و خردسال,پازل چوبی,چندرنگ,خانواده,کیدزلند,973884,1811424,7,آریا اسباب‌بازی,44,10
1073,TOY-1073,ربات جنگجو صورتی کوچک,اکشن فیگور,ابرقهرمان,صورتی,کوچک,تویز,456548,716780,9,پویا تویز,44,13
1074,TOY-1074,فیگور بتمن سبز خانواده,اکشن فیگور,ربات,سبز,خانواده,دنیای اسباب‌بازی,346466,547416,9,پویا تویز,34,26
1075,TOY-1075,پازل سه‌بعدی برج صورتی کوچک,لگو و ساختنی,پازل سه‌بعدی,صورتی,کوچک,پاندورا,155788,241471,5,پارس اسباب‌بازی,40,15
1076,TOY-1076,هواپیمای کنترلی زرد خانواده,ماشین و رادیویی,ماشین ساده,زرد,خانواده,آسمان,90687,138751,10,دنیای شادی,26,6
1077,TOY-1077,عروسک خرسی نارنجی کوچک,عروسک,پارچه‌ای,نارنجی,کوچک,دنیای اسباب‌بازی,172514,277747,7,آریا اسباب‌بازی,28,26
1078,TOY-1078,پازل چوبی چندرنگ بزرگ,نوزاد و خردسال,جغجغه,چندرنگ,بزرگ,شادی,110254,186329,5,پارس اسباب‌بازی,15,16
1079,TOY-1079,لگو پلیس بنفش متوسط,لگو و ساختنی,لگو,بنفش,متوسط,فانتزی,809690,1198341,7,آریا اسباب‌بازی,42,12
1080,TOY-1080,عروسک پولیشی سفید بزرگ,عروسک,پارچه‌ای,سفید,بزرگ,پیکولو,520343,775311,8,ماهان تویز,39,14
1081,TOY-1081,فشفشه سبز متوسط,مهمانی و بادکنک,فشفشه,سبز,متوسط,فانتزی,295431,499278,2,تویز لند,21,3
1082,TOY-1082,استخر بادی نارنجی کوچک,بازی در فضای باز,توپ,نارنجی,کوچک,تویز,475796,751757,7,آریا اسباب‌بازی,46,23
1083,TOY-1083,لگو آتش‌نشانی بنفش خانواده,لگو و ساختنی,لگو,بنفش,خانواده,زرافه,436049,732562,10,دنیای شادی,17,27
1084,TOY-1084,کاغذ رنگی چندرنگ بزرگ,مهمانی و بادکنک,فشفشه,چندرنگ,بزرگ,زرافه,587058,1056704,5,پارس اسباب‌بازی,44,19
1085,TOY-1085,لگو آتش‌نشانی قرمز متوسط,لگو و ساختنی,بلوک ساختمانی,قرمز,متوسط,کیدزلند,866336,1377474,1,اسباب‌بازی ایران,43,15
1086,TOY-1086,بازی فکری شطرنج بنفش متوسط,فکری و آموزشی,پازل,بنفش,متوسط,پلی‌تویز,989767,1910250,7,آریا اسباب‌بازی,24,28
1087,TOY-1087,چرتکه آموزشی بنفش متوسط,فکری و آموزشی,پازل,بنفش,متوسط,پاندورا,219311,370635,7,آریا اسباب‌بازی,20,11
1088,TOY-1088,عروسک باربی سبز خانواده,عروسک,پارچه‌ای,سبز,خانواده,پاندورا,507791,858166,8,ماهان تویز,23,9
1089,TOY-1089,عروسک بامزی زرد متوسط,عروسک,پولیشی,زرد,متوسط,آسمان,143501,269781,10,دنیای شادی,20,25
1090,TOY-1090,موبایل موزیکال قرمز کوچک,نوزاد و خردسال,جغجغه,قرمز,کوچک,زرافه,707574,1167497,7,آریا اسباب‌بازی,36,10
1091,TOY-1091,بادکنک رنگی بنفش خانواده,مهمانی و بادکنک,فشفشه,بنفش,خانواده,پاندورا,220526,434436,9,پویا تویز,41,8
1092,TOY-1092,بادکنک رنگی نارنجی کوچک,مهمانی و بادکنک,کلاه تولد,نارنجی,کوچک,زرافه,580695,1016216,10,دنیای شادی,30,16
1093,TOY-1093,سرباز اسباب‌بازی صورتی خانواده,اکشن فیگور,شخصیت کارتونی,صورتی,خانواده,کیدزلند,655402,1009319,8,ماهان تویز,43,10
1094,TOY-1094,ربات جنگجو قرمز متوسط,اکشن فیگور,ربات,قرمز,متوسط,آسمان,391008,703814,4,کیان تویز,42,8
1095,TOY-1095,ظروف مهمانی زرد متوسط,مهمانی و بادکنک,فشفشه,زرد,متوسط,پیکولو,859062,1288593,6,نوین تویز,7,5
1096,TOY-1096,فشفشه صورتی خانواده,مهمانی و بادکنک,کلاه تولد,صورتی,خانواده,شادی,207352,393968,8,ماهان تویز,26,8
1097,TOY-1097,هواپیمای کنترلی آبی خانواده,ماشین و رادیویی,ماشین ساده,آبی,خانواده,فانتزی,970828,1689240,3,بازی و شادی,10,16
1098,TOY-1098,پازل نقشه ایران بنفش کوچک,فکری و آموزشی,بازی فکری,بنفش,کوچک,زرافه,275214,539419,8,ماهان تویز,16,19
1099,TOY-1099,دوچرخه کودک نارنجی کوچک,بازی در فضای باز,دوچرخه,نارنجی,کوچک,تویز,737579,1283387,6,نوین تویز,9,22
1100,TOY-1100,دوچرخه کودک سبز کوچک,بازی در فضای باز,اسکوتر,سبز,کوچک,کیدزلند,682581,1044348,6,نوین تویز,25,28
1101,TOY-1101,دندانگیر زرد کوچک,نوزاد و خردسال,جغجغه,زرد,کوچک,دنیای اسباب‌بازی,536294,938514,4,کیان تویز,8,15
1102,TOY-1102,فشفشه مشکی کوچک,مهمانی و بادکنک,فشفشه,مشکی,کوچک,دنیای اسباب‌بازی,634773,1117200,5,پارس اسباب‌بازی,24,22
1103,TOY-1103,ماشین کنترلی شارژی بنفش خانواده,ماشین و رادیویی,ماشین کنترلی,بنفش,خانواده,کیدزلند,757757,1129057,2,تویز لند,37,3
1104,TOY-1104,لگو ماشین آبی متوسط,لگو و ساختنی,لگو,آبی,متوسط,کیدزلند,370682,541195,4,کیان تویز,12,20
1105,TOY-1105,سرباز اسباب‌بازی بنفش خانواده,اکشن فیگور,ابرقهرمان,بنفش,خانواده,کیدزلند,950047,1871592,3,بازی و شادی,12,10
1106,TOY-1106,فیگور بتمن آبی متوسط,اکشن فیگور,سرباز,آبی,متوسط,پاندورا,926786,1733089,7,آریا اسباب‌بازی,17,9
1107,TOY-1107,عروسک پولیشی مشکی بزرگ,عروسک,پلاستیکی,مشکی,بزرگ,دنیای اسباب‌بازی,36242,67410,3,بازی و شادی,20,25
1108,TOY-1108,بلوک‌های خانه صورتی بزرگ,لگو و ساختنی,پازل سه‌بعدی,صورتی,بزرگ,پلی‌تویز,502647,834394,3,بازی و شادی,21,9
1109,TOY-1109,عروسک پارچه‌ای صورتی خانواده,نوزاد و خردسال,عروسک پارچه‌ای,صورتی,خانواده,زرافه,937116,1527499,8,ماهان تویز,34,20
1110,TOY-1110,ربات جنگجو سبز کوچک,اکشن فیگور,شخصیت کارتونی,سبز,کوچک,دنیای اسباب‌بازی,195587,277733,2,تویز لند,25,18
1111,TOY-1111,بلوک‌های خانه صورتی متوسط,لگو و ساختنی,پازل سه‌بعدی,صورتی,متوسط,زرافه,360199,615940,1,اسباب‌بازی ایران,19,11
1112,TOY-1112,عروسک پارچه‌ای چندرنگ کوچک,نوزاد و خردسال,جغجغه,چندرنگ,کوچک,دنیای اسباب‌بازی,484280,900760,5,پارس اسباب‌بازی,27,22
1113,TOY-1113,دندانگیر سفید بزرگ,نوزاد و خردسال,پازل چوبی,سفید,بزرگ,شادی,300116,573221,1,اسباب‌بازی ایران,13,24
1114,TOY-1114,استخر بادی بنفش متوسط,بازی در فضای باز,دوچرخه,بنفش,متوسط,دنیای اسباب‌بازی,996506,1873431,10,دنیای شادی,15,4
1115,TOY-1115,ظروف مهمانی زرد بزرگ,مهمانی و بادکنک,فشفشه,زرد,بزرگ,کیدزلند,239035,382456,1,اسباب‌بازی ایران,16,3
1116,TOY-1116,فیگور بتمن نارنجی بزرگ,اکشن فیگور,ربات,نارنجی,بزرگ,پلی‌تویز,780179,1521349,2,تویز لند,12,10
1117,TOY-1117,دوچرخه کودک قرمز کوچک,بازی در فضای باز,اسکوتر,قرمز,کوچک,دنیای اسباب‌بازی,924696,1682946,10,دنیای شادی,47,10
1118,TOY-1118,اسکوتر صورتی کوچک,بازی در فضای باز,دوچرخه,صورتی,کوچک,تویز,223846,320099,6,نوین تویز,43,13
1119,TOY-1119,توپ فوتبال قرمز کوچک,بازی در فضای باز,اسکوتر,قرمز,کوچک,پاندورا,661970,1012814,5,پارس اسباب‌بازی,33,23
1120,TOY-1120,عروسک سخنگو زرد متوسط,عروسک,پولیشی,زرد,متوسط,شادی,578808,1134463,5,پارس اسباب‌بازی,10,24
1121,TOY-1121,استخر بادی نارنجی متوسط,بازی در فضای باز,دوچرخه,نارنجی,متوسط,کیدزلند,94180,132793,6,نوین تویز,12,11
1122,TOY-1122,کتاب قصه‌های کهن آبی متوسط,فکری و آموزشی,وسایل آموزشی,آبی,متوسط,زرافه,304317,502123,7,آریا اسباب‌بازی,28,19
1123,TOY-1123,لگو پلیس صورتی متوسط,لگو و ساختنی,لگو,صورتی,متوسط,پاندورا,352239,556537,4,کیان تویز,44,21
1124,TOY-1124,فشفشه نارنجی خانواده,مهمانی و بادکنک,بادکنک,نارنجی,خانواده,پیکولو,647981,1140446,9,پویا تویز,10,21
1125,TOY-1125,دندانگیر بنفش خانواده,نوزاد و خردسال,موزیکال,بنفش,خانواده,پاندورا,216540,342133,8,ماهان تویز,42,25
1126,TOY-1126,عروسک پارچه‌ای نارنجی متوسط,نوزاد و خردسال,عروسک پارچه‌ای,نارنجی,متوسط,پاندورا,611638,1039784,8,ماهان تویز,26,28
1127,TOY-1127,ماشین فلزی بنفش خانواده,ماشین و رادیویی,ماشین کنترلی,بنفش,خانواده,تویز,915543,1464868,3,بازی و شادی,17,22
1128,TOY-1128,فیگور شرک صورتی کوچک,اکشن فیگور,شخصیت کارتونی,صورتی,کوچک,کیدزلند,687770,1189842,6,نوین تویز,40,25
1129,TOY-1129,توپ بسکتبال سبز کوچک,بازی در فضای باز,توپ,سبز,کوچک,شادی,452575,850841,5,پارس اسباب‌بازی,39,16
1130,TOY-1130,سرباز اسباب‌بازی بنفش کوچک,اکشن فیگور,سرباز,بنفش,کوچک,فانتزی,106571,177973,3,بازی و شادی,5,12
1131,TOY-1131,موبایل موزیکال سفید متوسط,نوزاد و خردسال,جغجغه,سفید,متوسط,فانتزی,363085,689861,8,ماهان تویز,16,10
1132,TOY-1132,عروسک بامزی مشکی کوچک,عروسک,پارچه‌ای,مشکی,کوچک,تویز,940826,1571179,7,آریا اسباب‌بازی,42,14
1133,TOY-1133,کاغذ رنگی بنفش بزرگ,مهمانی و بادکنک,فشفشه,بنفش,بزرگ,زرافه,189938,292504,8,ماهان تویز,16,26
1134,TOY-1134,ماشین سرعتی بنفش خانواده,ماشین و رادیویی,ماشین ساده,بنفش,خانواده,پاندورا,361182,603173,3,بازی و شادی,38,5
1135,TOY-1135,فیگور شرک چندرنگ خانواده,اکشن فیگور,شخصیت کارتونی,چندرنگ,خانواده,زرافه,269258,452353,4,کیان تویز,46,11
1136,TOY-1136,دندانگیر قرمز خانواده,نوزاد و خردسال,موزیکال,قرمز,خانواده,آسمان,758641,1403485,2,تویز لند,14,21
1137,TOY-1137,ماشین سرعتی سفید کوچک,ماشین و رادیویی,ماشین کنترلی,سفید,کوچک,دنیای اسباب‌بازی,907228,1714660,2,تویز لند,31,18
1138,TOY-1138,پازل نقشه ایران نارنجی متوسط,فکری و آموزشی,پازل,نارنجی,متوسط,پاندورا,790679,1328340,9,پویا تویز,45,23
1139,TOY-1139,عروسک بامزی سبز کوچک,عروسک,پارچه‌ای,سبز,کوچک,آسمان,271974,497712,4,کیان تویز,27,20
1140,TOY-1140,پازل ۱۰۰ تکه نارنجی بزرگ,فکری و آموزشی,کتاب داستان,نارنجی,بزرگ,زرافه,898695,1752455,10,دنیای شادی,27,18
1141,TOY-1141,عروسک خرسی مشکی خانواده,عروسک,پولیشی,مشکی,خانواده,فانتزی,700324,1092505,7,آریا اسباب‌بازی,29,4
1142,TOY-1142,عروسک پولیشی سفید کوچک,عروسک,فیگور,سفید,کوچک,کیدزلند,209093,336639,2,تویز لند,29,22
1143,TOY-1143,ماشین فلزی سبز بزرگ,ماشین و رادیویی,هواپیما,سبز,بزرگ,کیدزلند,836020,1228949,3,بازی و شادی,37,22
1144,TOY-1144,دوچرخه کودک قرمز بزرگ,بازی در فضای باز,استخر بادی,قرمز,بزرگ,فانتزی,309306,525820,1,اسباب‌بازی ایران,19,16
1145,TOY-1145,عروسک پولیشی آبی بزرگ,عروسک,فیگور,آبی,بزرگ,فانتزی,643271,1125724,7,آریا اسباب‌بازی,9,8
1146,TOY-1146,ربات جنگجو آبی کوچک,اکشن فیگور,سرباز,آبی,کوچک,پلی‌تویز,905340,1457597,4,کیان تویز,27,6
1147,TOY-1147,پازل نقشه ایران نارنجی خانواده,فکری و آموزشی,کتاب داستان,نارنجی,خانواده,کیدزلند,593974,867202,5,پارس اسباب‌بازی,39,24
1148,TOY-1148,عروسک پولیشی نارنجی خانواده,عروسک,فیگور,نارنجی,خانواده,کیدزلند,537448,978155,8,ماهان تویز,44,20
1149,TOY-1149,عروسک باربی قرمز بزرگ,عروسک,پولیشی,قرمز,بزرگ,دنیای اسباب‌بازی,573762,1130311,10,دنیای شادی,12,25
1150,TOY-1150,لگو ماشین سبز بزرگ,لگو و ساختنی,بلوک ساختمانی,سبز,بزرگ,پیکولو,276319,516716,7,آریا اسباب‌بازی,49,23
1151,TOY-1151,کاغذ رنگی زرد متوسط,مهمانی و بادکنک,بادکنک,زرد,متوسط,شادی,480062,705691,9,پویا تویز,49,8
1152,TOY-1152,ماشین سرعتی صورتی خانواده,ماشین و رادیویی,ماشین ساده,صورتی,خانواده,تویز,238255,343087,1,اسباب‌بازی ایران,6,3
1153,TOY-1153,کلاه جشن تولد قرمز کوچک,مهمانی و بادکنک,فشفشه,قرمز,کوچک,پاندورا,708714,1254423,5,پارس اسباب‌بازی,15,14
1154,TOY-1154,اسکوتر زرد بزرگ,بازی در فضای باز,استخر بادی,زرد,بزرگ,تویز,130167,195250,3,بازی و شادی,12,24
1155,TOY-1155,لگو پلیس صورتی کوچک,لگو و ساختنی,پازل سه‌بعدی,صورتی,کوچک,فانتزی,440841,828781,9,پویا تویز,43,28
1156,TOY-1156,دوچرخه کودک چندرنگ بزرگ,بازی در فضای باز,استخر بادی,چندرنگ,بزرگ,شادی,448296,721756,5,پارس اسباب‌بازی,35,22
1157,TOY-1157,کلاه جشن تولد مشکی بزرگ,مهمانی و بادکنک,فشفشه,مشکی,بزرگ,پلی‌تویز,56432,96498,8,ماهان تویز,26,10
1158,TOY-1158,فیگور بتمن قرمز خانواده,اکشن فیگور,شخصیت کارتونی,قرمز,خانواده,تویز,989748,1722161,1,اسباب‌بازی ایران,46,24
1159,TOY-1159,ماشین سرعتی بنفش خانواده,ماشین و رادیویی,قایق,بنفش,خانواده,دنیای اسباب‌بازی,900811,1666500,2,تویز لند,26,8
1160,TOY-1160,پازل سه‌بعدی برج آبی بزرگ,لگو و ساختنی,لگو,آبی,بزرگ,زرافه,899007,1690133,10,دنیای شادی,21,19
1161,TOY-1161,فیگور بتمن قرمز کوچک,اکشن فیگور,ربات,قرمز,کوچک,پاندورا,570591,850180,6,نوین تویز,42,19
1162,TOY-1162,پازل ۱۰۰ تکه زرد کوچک,فکری و آموزشی,کتاب داستان,زرد,کوچک,آسمان,377584,736288,6,نوین تویز,39,16
1163,TOY-1163,پازل نقشه ایران سفید متوسط,فکری و آموزشی,پازل,سفید,متوسط,پلی‌تویز,207192,306644,8,ماهان تویز,19,24
1164,TOY-1164,سرباز اسباب‌بازی بنفش متوسط,اکشن فیگور,شخصیت کارتونی,بنفش,متوسط,تویز,769027,1438080,4,کیان تویز,35,23
1165,TOY-1165,موبایل موزیکال چندرنگ خانواده,نوزاد و خردسال,جغجغه,چندرنگ,خانواده,فانتزی,228119,321647,9,پویا تویز,9,24
1166,TOY-1166,پازل ۱۰۰ تکه چندرنگ متوسط,فکری و آموزشی,بازی فکری,چندرنگ,متوسط,کیدزلند,104271,172047,3,بازی و شادی,38,28
1167,TOY-1167,توپ بسکتبال سفید متوسط,بازی در فضای باز,دوچرخه,سفید,متوسط,تویز,938995,1493002,9,پویا تویز,10,8
1168,TOY-1168,توپ فوتبال صورتی کوچک,بازی در فضای باز,استخر بادی,صورتی,کوچک,شادی,664535,1176226,7,آریا اسباب‌بازی,8,19
1169,TOY-1169,جغجغه نارنجی خانواده,نوزاد و خردسال,موزیکال,نارنجی,خانواده,پاندورا,930258,1776792,6,نوین تویز,11,14
1170,TOY-1170,عروسک خرسی سفید خانواده,عروسک,پلاستیکی,سفید,خانواده,دنیای اسباب‌بازی,142867,252874,8,ماهان تویز,47,17
1171,TOY-1171,ربات جنگجو زرد بزرگ,اکشن فیگور,شخصیت کارتونی,زرد,بزرگ,کیدزلند,671924,974289,10,دنیای شادی,23,22
1172,TOY-1172,عروسک پولیشی آبی متوسط,عروسک,پلاستیکی,آبی,متوسط,پلی‌تویز,564143,925194,3,بازی و شادی,48,10
1173,TOY-1173,فیگور مرد عنکبوتی آبی کوچک,اکشن فیگور,سرباز,آبی,کوچک,پاندورا,340062,564502,7,آریا اسباب‌بازی,11,13
1174,TOY-1174,عروسک سخنگو زرد کوچک,عروسک,فیگور,زرد,کوچک,پاندورا,963393,1608866,4,کیان تویز,40,15
1175,TOY-1175,سرباز اسباب‌بازی نارنجی متوسط,اکشن فیگور,شخصیت کارتونی,نارنجی,متوسط,کیدزلند,545711,938622,10,دنیای شادی,41,18
1176,TOY-1176,ظروف مهمانی چندرنگ کوچک,مهمانی و بادکنک,بادکنک,چندرنگ,کوچک,کیدزلند,240447,377501,1,اسباب‌بازی ایران,44,29
1177,TOY-1177,عروسک سخنگو آبی متوسط,عروسک,پولیشی,آبی,متوسط,تویز,58280,113063,8,ماهان تویز,8,15
1178,TOY-1178,عروسک بامزی صورتی کوچک,عروسک,فیگور,صورتی,کوچک,کیدزلند,243486,416361,1,اسباب‌بازی ایران,6,5
1179,TOY-1179,عروسک پولیشی صورتی کوچک,عروسک,فیگور,صورتی,کوچک,پیکولو,254439,432546,7,آریا اسباب‌بازی,47,11
1180,TOY-1180,کتاب قصه‌های کهن صورتی خانواده,فکری و آموزشی,پازل,صورتی,خانواده,زرافه,333658,633950,10,دنیای شادی,11,26
1181,TOY-1181,لگو پلیس بنفش بزرگ,لگو و ساختنی,پازل سه‌بعدی,بنفش,بزرگ,پیکولو,480674,783498,4,کیان تویز,20,5
1182,TOY-1182,لگو پلیس چندرنگ کوچک,لگو و ساختنی,لگو,چندرنگ,کوچک,پیکولو,118632,188624,4,کیان تویز,9,23
1183,TOY-1183,هواپیمای کنترلی صورتی خانواده,ماشین و رادیویی,هواپیما,صورتی,خانواده,پیکولو,445604,819911,8,ماهان تویز,47,15
1184,TOY-1184,ماشین فلزی قرمز کوچک,ماشین و رادیویی,ماشین ساده,قرمز,کوچک,فانتزی,668313,935638,5,پارس اسباب‌بازی,48,6
1185,TOY-1185,موبایل موزیکال چندرنگ متوسط,نوزاد و خردسال,موزیکال,چندرنگ,متوسط,فانتزی,775084,1317642,8,ماهان تویز,46,20
1186,TOY-1186,اسکوتر مشکی کوچک,بازی در فضای باز,اسکوتر,مشکی,کوچک,دنیای اسباب‌بازی,272017,470589,10,دنیای شادی,13,7
1187,TOY-1187,ماشین فلزی نارنجی کوچک,ماشین و رادیویی,ماشین کنترلی,نارنجی,کوچک,زرافه,904535,1383938,6,نوین تویز,7,12
1188,TOY-1188,بازی فکری شطرنج آبی بزرگ,فکری و آموزشی,بازی فکری,آبی,بزرگ,پلی‌تویز,36187,72012,8,ماهان تویز,8,6
1189,TOY-1189,کاغذ رنگی چندرنگ بزرگ,مهمانی و بادکنک,فشفشه,چندرنگ,بزرگ,پیکولو,256880,393026,5,پارس اسباب‌بازی,36,24
1190,TOY-1190,عروسک پارچه‌ای آبی خانواده,نوزاد و خردسال,موزیکال,آبی,خانواده,تویز,825814,1370851,8,ماهان تویز,5,22
1191,TOY-1191,بازی فکری شطرنج زرد خانواده,فکری و آموزشی,پازل,زرد,خانواده,پیکولو,400784,709387,4,کیان تویز,17,29
1192,TOY-1192,چرتکه آموزشی صورتی متوسط,فکری و آموزشی,کتاب داستان,صورتی,متوسط,زرافه,786783,1573566,3,بازی و شادی,16,25
1193,TOY-1193,عروسک خرسی آبی بزرگ,عروسک,فیگور,آبی,بزرگ,تویز,475861,789929,9,پویا تویز,45,11
1194,TOY-1194,بلوک‌های خانه بنفش متوسط,لگو و ساختنی,بلوک ساختمانی,بنفش,متوسط,پیکولو,205747,364172,6,نوین تویز,9,17
1195,TOY-1195,عروسک باربی زرد بزرگ,عروسک,پارچه‌ای,زرد,بزرگ,فانتزی,511988,998376,4,کیان تویز,29,4
1196,TOY-1196,اسکوتر نارنجی متوسط,بازی در فضای باز,دوچرخه,نارنجی,متوسط,فانتزی,195808,323083,4,کیان تویز,29,12
1197,TOY-1197,عروسک سخنگو آبی کوچک,عروسک,پلاستیکی,آبی,کوچک,فانتزی,901025,1306486,7,آریا اسباب‌بازی,34,25
1198,TOY-1198,لگو آتش‌نشانی سفید خانواده,لگو و ساختنی,پازل سه‌بعدی,سفید,خانواده,پلی‌تویز,810814,1159464,6,نوین تویز,39,22
1199,TOY-1199,فیگور شرک چندرنگ خانواده,اکشن فیگور,ابرقهرمان,چندرنگ,خانواده,کیدزلند,355554,515553,2,تویز لند,15,13
1200,TOY-1200,ماشین فلزی زرد خانواده,ماشین و رادیویی,ماشین ساده,زرد,خانواده,شادی,835246,1645434,6,نوین تویز,11,25
1201,TOY-1201,جغجغه چندرنگ متوسط,نوزاد و خردسال,عروسک پارچه‌ای,چندرنگ,متوسط,دنیای اسباب‌بازی,286580,449930,5,پارس اسباب‌بازی,6,14
1202,TOY-1202,ماشین فلزی قرمز بزرگ,ماشین و رادیویی,هواپیما,قرمز,بزرگ,فانتزی,64852,127109,9,پویا تویز,15,18
1203,TOY-1203,بادکنک رنگی بنفش کوچک,مهمانی و بادکنک,کلاه تولد,بنفش,کوچک,فانتزی,586731,962238,9,پویا تویز,30,18
1204,TOY-1204,پازل چوبی نارنجی خانواده,نوزاد و خردسال,موزیکال,نارنجی,خانواده,فانتزی,40963,76600,6,نوین تویز,46,14
1205,TOY-1205,ربات جنگجو بنفش بزرگ,اکشن فیگور,ربات,بنفش,بزرگ,پیکولو,383189,666748,7,آریا اسباب‌بازی,6,28
1206,TOY-1206,عروسک باربی زرد خانواده,عروسک,پلاستیکی,زرد,خانواده,پلی‌تویز,296982,543477,7,آریا اسباب‌بازی,12,9
1207,TOY-1207,کتاب قصه‌های کهن صورتی متوسط,فکری و آموزشی,وسایل آموزشی,صورتی,متوسط,شادی,158006,270190,5,پارس اسباب‌بازی,44,14
1208,TOY-1208,لگو پلیس سفید خانواده,لگو و ساختنی,بلوک ساختمانی,سفید,خانواده,دنیای اسباب‌بازی,428180,642270,6,نوین تویز,21,26
1209,TOY-1209,کتاب قصه‌های کهن نارنجی بزرگ,فکری و آموزشی,پازل,نارنجی,بزرگ,زرافه,281606,408328,8,ماهان تویز,30,18
1210,TOY-1210,ظروف مهمانی مشکی خانواده,مهمانی و بادکنک,ظروف یکبارمصرف,مشکی,خانواده,شادی,217451,310954,5,پارس اسباب‌بازی,16,7
1211,TOY-1211,عروسک پارچه‌ای بنفش متوسط,نوزاد و خردسال,جغجغه,بنفش,متوسط,آسمان,111019,169859,2,تویز لند,14,9
1212,TOY-1212,سرباز اسباب‌بازی نارنجی کوچک,اکشن فیگور,شخصیت کارتونی,نارنجی,کوچک,آسمان,79755,135583,4,کیان تویز,41,5
1213,TOY-1213,لگو پلیس مشکی کوچک,لگو و ساختنی,لگو,مشکی,کوچک,دنیای اسباب‌بازی,499859,909743,4,کیان تویز,23,15
1214,TOY-1214,سرباز اسباب‌بازی سفید بزرگ,اکشن فیگور,ابرقهرمان,سفید,بزرگ,آسمان,584836,1099491,4,کیان تویز,31,25
1215,TOY-1215,ماشین کنترلی شارژی سفید بزرگ,ماشین و رادیویی,هواپیما,سفید,بزرگ,شادی,179282,267130,7,آریا اسباب‌بازی,10,6
1216,TOY-1216,پازل چوبی نارنجی متوسط,نوزاد و خردسال,جغجغه,نارنجی,متوسط,زرافه,425484,629716,4,کیان تویز,22,7
1217,TOY-1217,کتاب قصه‌های کهن زرد خانواده,فکری و آموزشی,بازی فکری,زرد,خانواده,پاندورا,832535,1456936,6,نوین تویز,23,25
1218,TOY-1218,لگو آتش‌نشانی صورتی خانواده,لگو و ساختنی,پازل سه‌بعدی,صورتی,خانواده,پلی‌تویز,808765,1253585,8,ماهان تویز,33,6
1219,TOY-1219,فشفشه سبز متوسط,مهمانی و بادکنک,بادکنک,سبز,متوسط,آسمان,889503,1725635,1,اسباب‌بازی ایران,40,11
1220,TOY-1220,فشفشه زرد خانواده,مهمانی و بادکنک,فشفشه,زرد,خانواده,زرافه,253093,417603,7,آریا اسباب‌بازی,10,22
1221,TOY-1221,توپ بسکتبال قرمز کوچک,بازی در فضای باز,اسکوتر,قرمز,کوچک,فانتزی,682212,1296202,3,بازی و شادی,13,6
1222,TOY-1222,ربات جنگجو زرد خانواده,اکشن فیگور,ربات,زرد,خانواده,کیدزلند,132423,189364,9,پویا تویز,27,13
1223,TOY-1223,پازل چوبی آبی بزرگ,نوزاد و خردسال,عروسک پارچه‌ای,آبی,بزرگ,پیکولو,379660,683388,8,ماهان تویز,33,14
1224,TOY-1224,دوچرخه کودک آبی متوسط,بازی در فضای باز,توپ,آبی,متوسط,تویز,108792,217584,10,دنیای شادی,46,9
1225,TOY-1225,کلاه جشن تولد زرد کوچک,مهمانی و بادکنک,بادکنک,زرد,کوچک,زرافه,143761,215641,5,پارس اسباب‌بازی,35,5
